Supplier,Product,Contract Length,Compliance,SLA,Delivery Time (days),Base Price,Additional Fees,Total Price,Price Volatility,Delivery Risk,Contract Risk,Market Price Trends_Increasing,Market Price Trends_Stable
Supplier_51,Cloud Storage,12,1,99.92812423088928,90,38647,4057,42704,0.07925545249834012,0.07777777777777772,0.20371739327766658,1,0
Supplier_44,Cybersecurity Suite,24,0,99.81259758871552,45,23432,4640,28072,0.1387726684656789,0.3999999999999999,0.3403848376775491,1,0
Supplier_24,Database Management,36,0,99.90848513573053,60,22371,4909,27280,0.09786454949502428,0.050000000000000044,0.6765679435800185,0,0
Supplier_79,Cloud Storage,36,0,99.74472156723475,30,21515,3750,25265,0.10251524318484234,0.03333333333333344,0.2960655100389471,1,0
Supplier_59,AI Software,12,1,99.76216249725347,60,35906,917,36823,0.0535548629208235,0.16666666666666674,0.7149294953924827,0,1
Supplier_32,Cybersecurity Suite,36,1,99.5707499397455,60,26326,3103,29429,0.09099015536839994,0.21666666666666656,0.36537042551318594,0,1
Supplier_96,AI Software,24,1,99.88415380575778,90,34605,4354,38959,0.09415699940254146,0.011111111111111072,1.4777128128255,0,0
Supplier_88,AI Software,24,1,99.70550090971682,30,25586,1601,27187,0.1413285043497868,0.0,0.10792455496499387,1,0
Supplier_52,Cybersecurity Suite,12,0,99.74503925795307,60,22917,4921,27838,0.18812799983722278,0.19999999999999996,0.9319441396543721,1,0
Supplier_62,AI Software,24,1,99.8846978799069,60,35901,3928,39829,0.06586425549650086,0.21666666666666656,0.9135780114026949,0,1
Supplier_58,Cybersecurity Suite,48,1,99.79343424603893,30,37551,2761,40312,0.00844009371625969,0.16666666666666674,0.525360481819498,1,0
Supplier_52,Cloud Storage,12,1,99.59853837644691,90,23793,4669,28462,0.09925902510012795,0.06666666666666665,0.7249102718360844,0,1
Supplier_12,Cybersecurity Suite,24,1,99.78921400298394,60,29947,4134,34081,0.10889226642983373,0.06666666666666665,0.4360482979725878,1,0
Supplier_39,Cybersecurity Suite,12,1,99.69974010041003,45,35859,1008,36867,0.03368811022638305,0.15555555555555545,0.6300345775424382,0,0
Supplier_2,Database Management,36,1,99.73006751560149,60,21577,2879,24456,0.15209292125521334,0.10000000000000009,0.5405759374211188,0,0
Supplier_3,Cybersecurity Suite,24,0,99.51387252445731,45,29488,3664,33152,0.19698582168829834,0.33333333333333326,0.30115901978544535,1,0
Supplier_56,Cybersecurity Suite,48,0,99.60291438126298,90,38604,1187,39791,0.1891549434016922,0.04444444444444451,0.5782297861695137,1,0
Supplier_81,Cloud Storage,24,1,99.63770865987671,60,29164,1792,30956,0.03942120776473044,0.2333333333333334,0.6981296741839804,0,0
Supplier_59,Database Management,12,0,99.8493504038508,30,21030,4405,25435,0.17507264798015215,0.3999999999999999,0.779536369149981,1,0
Supplier_2,Data Analytics Tool,12,1,99.50563131191608,30,35881,3575,39456,0.14089872728233696,0.0,0.486660581287023,0,1
Supplier_2,Cloud Storage,24,0,99.70030085800228,60,30785,3709,34494,0.09076931276138232,0.30000000000000004,0.5669578318169952,1,0
Supplier_92,Cloud Storage,48,1,99.9527731665086,90,26691,824,27515,0.10812219886494581,0.0,0.5838979606289093,0,1
Supplier_54,Data Analytics Tool,48,0,99.55482150210906,90,37297,2493,39790,0.16992003499649164,0.0,0.05227637227220572,1,0
Supplier_87,Cybersecurity Suite,48,1,99.75304795022711,30,26358,4476,30834,0.09602698792767464,0.19999999999999996,0.25345712967301626,1,0
Supplier_96,AI Software,12,1,99.88539596737151,60,38565,3270,41835,0.07464147382102537,0.0,0.07424685933054576,1,0
Supplier_97,Database Management,24,0,99.96184034068486,90,39581,4872,44453,0.09864949860519717,0.022222222222222143,0.1037747086347407,0,1
Supplier_1,AI Software,36,0,99.86592055337152,30,21462,3083,24545,0.11582596080700983,0.5333333333333334,0.8129284053939371,0,1
Supplier_19,Data Analytics Tool,12,1,99.85307711883576,45,35511,4057,39568,0.03781553075566977,0.0,0.0388736970166893,1,0
Supplier_2,Cloud Storage,48,1,99.90497916419592,60,30570,4087,34657,0.18018154605339815,0.19999999999999996,0.6589427939347428,0,0
Supplier_53,Cloud Storage,24,0,99.718638598279,45,35897,651,36548,0.13483738976592277,0.06666666666666665,0.2725577488154005,1,0
Supplier_44,Database Management,48,1,99.89486382098274,45,31646,1454,33100,0.12665378346749778,0.15555555555555545,0.8715456807081264,0,1
Supplier_90,Cloud Storage,36,0,99.50390255832527,90,35474,4854,40328,0.019899245236127627,0.011111111111111072,0.9849922845774995,0,0
Supplier_32,Cloud Storage,48,1,99.95303491713463,90,27037,2871,29908,0.12083478763451837,0.04444444444444451,0.30557645932782573,0,0
Supplier_70,Database Management,48,1,99.71722018966341,90,29499,1691,31190,0.024192132447698467,0.03333333333333344,0.7176389356894346,0,1
Supplier_32,Database Management,36,1,99.77115629205421,60,33386,1187,34573,0.01573953503907981,0.2666666666666666,0.3819580190452688,0,1
Supplier_68,Data Analytics Tool,24,1,99.62489230196829,45,26221,809,27030,0.10546217912847866,0.19999999999999996,1.0643010646698303,1,0
Supplier_55,Cloud Storage,12,0,99.86384010809181,60,27769,2002,29771,0.080557106809299,0.0,0.31453286832634825,0,0
Supplier_75,Cloud Storage,24,1,99.53755154517287,90,37071,3627,40698,0.11776205403124465,0.06666666666666665,0.9969905028125511,0,0
Supplier_56,Data Analytics Tool,36,0,99.92759154324794,45,34356,3867,38223,0.01784443361144772,0.0,0.42555587769671754,0,0
Supplier_17,Cybersecurity Suite,48,1,99.9057772462131,60,38278,3895,42173,0.08619661256945169,0.10000000000000009,0.34823063970736867,1,0
Supplier_38,Cybersecurity Suite,24,1,99.60586945695994,60,27389,1313,28702,0.0349573430090316,0.2666666666666666,1.510209848316265,1,0
Supplier_24,Cybersecurity Suite,12,1,99.89656895515978,30,24922,1345,26267,0.19742001718482333,0.0,0.5638994064953324,0,1
Supplier_69,Data Analytics Tool,36,0,99.88531528920012,60,33639,1664,35303,0.11223004248703489,0.21666666666666656,1.0332743050287576,0,1
Supplier_98,Cloud Storage,24,0,99.80978613289943,90,30003,2267,32270,0.13748737218817347,0.14444444444444438,0.45427072436042526,1,0
Supplier_70,Data Analytics Tool,12,1,99.68302488668084,60,39567,854,40421,0.06508365613652156,0.16666666666666674,0.7195584132654349,1,0
Supplier_86,Data Analytics Tool,36,1,99.63303438954911,45,25178,2372,27550,0.018947782955868832,0.288888888888889,0.30745321644188656,1,0
Supplier_11,Cybersecurity Suite,12,0,99.61357395924178,60,35240,2524,37764,0.19517417255670733,0.0,0.8461191855551118,1,0
Supplier_16,AI Software,36,1,99.65611839175416,30,23968,3317,27285,0.05725180707663664,0.5666666666666667,0.7357179867781098,0,1
Supplier_97,Cloud Storage,48,0,99.94274363728194,45,22716,4332,27048,0.08476163703471484,0.0888888888888888,0.21171677846196568,1,0
Supplier_73,Cybersecurity Suite,24,1,99.5380439802345,45,36574,4775,41349,0.129972784340515,0.2666666666666666,0.6452860097457866,0,1
Supplier_59,AI Software,12,1,99.90614692536394,30,33511,565,34076,0.004939459537222257,0.2333333333333334,0.3162923487256244,1,0
Supplier_70,AI Software,36,1,99.67095613677049,90,37719,4766,42485,0.1620518261034574,0.1333333333333333,0.9760705860319043,1,0
Supplier_80,Database Management,12,0,99.75558370404556,45,28181,4590,32771,0.10731563800572406,0.0,0.25683157456705863,1,0
Supplier_93,Cloud Storage,12,1,99.88929796048775,90,32995,3021,36016,0.05564343741376443,0.18888888888888888,0.6561272089466332,0,0
Supplier_3,AI Software,24,0,99.93334450804124,45,31298,3081,34379,0.01232159705849385,0.0,0.030020225717336313,0,1
Supplier_20,Cybersecurity Suite,48,1,99.6689428958356,45,36762,1890,38652,0.032499683094888286,0.37777777777777777,0.39722752956623253,1,0
Supplier_59,Database Management,12,0,99.7263033058248,90,26380,1630,28010,0.17900677177068738,0.21111111111111103,0.5713200154331027,0,1
Supplier_36,Cloud Storage,36,1,99.70311287176023,45,20615,2986,23601,0.1372048447871782,0.1333333333333333,1.153124612507965,1,0
Supplier_19,Data Analytics Tool,36,1,99.50649300641692,90,38714,1334,40048,0.04998034432737797,0.15555555555555545,1.3167360449400645,0,0
Supplier_90,Cybersecurity Suite,48,1,99.64501201554074,30,38138,726,38864,0.013120152989005908,0.03333333333333344,1.0191073261776877,1,0
Supplier_67,AI Software,36,1,99.72500272452895,90,20463,4015,24478,0.13812306247732728,0.21111111111111103,0.5471276425689006,0,0
Supplier_19,AI Software,48,1,99.70143586835141,30,29158,2943,32101,0.11448154519355302,0.6000000000000001,0.5407850134355181,0,1
Supplier_20,Cybersecurity Suite,36,1,99.85374532148268,45,23158,1227,24385,0.080903904891647,0.04444444444444451,0.31500827518977403,0,0
Supplier_96,AI Software,24,1,99.68855377243834,90,33434,4186,37620,0.07272228983801277,0.03333333333333344,0.5755495078311033,0,1
Supplier_71,Database Management,12,1,99.73979445999562,45,24938,4122,29060,0.04336285518582166,0.1777777777777778,0.9505939659311243,0,0
Supplier_52,Cloud Storage,24,1,99.71050821014485,90,25417,1536,26953,0.13392225130750354,0.0,0.8591303597512333,0,1
Supplier_33,Database Management,12,1,99.86290681295824,30,28881,2332,31213,0.19413360555877412,0.5,0.42835561417884765,0,1
Supplier_40,AI Software,12,1,99.92285647550361,30,25603,3240,28843,0.03514304916736517,0.43333333333333335,0.2201098300191635,1,0
Supplier_39,Data Analytics Tool,12,1,99.76062564871368,90,22212,992,23204,0.11942332400310068,0.16666666666666674,0.20117296711390076,0,0
Supplier_82,Cloud Storage,24,0,99.88682177515564,30,36766,2048,38814,0.08483701114919524,0.33333333333333326,0.9224988963025031,0,1
Supplier_1,Cloud Storage,12,0,99.64542547418972,45,38640,1643,40283,0.08933774434893299,0.3999999999999999,0.8526661531017207,0,1
Supplier_11,Cybersecurity Suite,24,0,99.76527110897706,45,31695,4457,36152,0.05082945602556288,0.1333333333333333,0.7748834322529488,0,0
Supplier_92,Cybersecurity Suite,48,0,99.66916267729829,60,37796,3907,41703,0.16502697513228382,0.25,0.3927351142242276,0,1
Supplier_57,Data Analytics Tool,36,0,99.7029584535302,30,29775,1139,30914,0.09705112082944822,0.0,0.5043807042987668,0,1
Supplier_89,Cloud Storage,36,1,99.8588827937582,45,34559,672,35231,0.10868117043965282,0.04444444444444451,0.4643317447951528,1,0
Supplier_50,Data Analytics Tool,12,0,99.93201461634303,90,26146,4854,31000,0.060952182559465155,0.011111111111111072,0.25339810755937264,0,1
Supplier_23,Cybersecurity Suite,24,1,99.559532741633,30,20371,4459,24830,0.03636169313338995,0.30000000000000004,0.705028046148767,0,0
Supplier_31,Cybersecurity Suite,36,0,99.81097323567882,45,25565,1016,26581,0.0171820776405641,0.0,0.030496547852754463,1,0
Supplier_94,Cloud Storage,24,0,99.78525046571312,30,28802,1022,29824,0.14282382818498318,0.0,0.3318103734974592,1,0
Supplier_42,Database Management,24,1,99.5580233691962,90,28307,2417,30724,0.03924685633757113,0.0888888888888888,1.3865895961689465,0,0
Supplier_99,AI Software,12,1,99.60382822191565,45,27437,3386,30823,0.13801507083775955,0.33333333333333326,0.9516797670314232,1,0
Supplier_7,Cybersecurity Suite,36,0,99.65239122241901,60,20446,2664,23110,0.07807528920939077,0.1166666666666667,0.42286840905908707,0,1
Supplier_16,Cybersecurity Suite,12,1,99.58179622470057,60,21391,2429,23820,0.0831549601979303,0.06666666666666665,0.5171503622838772,0,1
Supplier_90,Database Management,12,1,99.61942744643693,30,31516,4445,35961,0.09383549921855434,0.3999999999999999,1.1699988859599775,1,0
Supplier_60,Database Management,36,1,99.63112439144224,90,37724,2709,40433,0.07354170162550865,0.0,0.7407798671606725,0,1
Supplier_2,Data Analytics Tool,36,1,99.66448017818914,45,35454,4283,39737,0.02012399544451802,0.04444444444444451,0.7841871792320796,0,0
Supplier_1,Data Analytics Tool,48,1,99.86720132187257,90,39323,3090,42413,0.06192636200056916,0.19999999999999996,0.7632851902031591,1,0
Supplier_48,AI Software,48,1,99.7802369798868,45,31891,4576,36467,0.1327468721387877,0.11111111111111116,0.7226117248344496,0,1
Supplier_12,AI Software,24,1,99.98326086925618,30,34998,1593,36591,0.1331568802937742,0.3666666666666667,1.0045043386927959,1,0
Supplier_69,Cloud Storage,36,1,99.70322055521406,45,25969,4380,30349,0.057244861447998875,0.2666666666666666,0.3379699792404788,1,0
Supplier_37,Data Analytics Tool,48,0,99.86939388618009,90,29265,2994,32259,0.0920205253115376,0.16666666666666674,0.4698454349836749,0,0
Supplier_32,Cybersecurity Suite,24,1,99.9270195264745,90,35861,3079,38940,0.0386894456023875,0.21111111111111103,0.3307929914276556,0,0
Supplier_9,Data Analytics Tool,24,0,99.83269946158863,30,39953,2988,42941,0.04207441630596716,0.16666666666666674,0.754940200158329,1,0
Supplier_99,Cybersecurity Suite,24,1,99.70181372280457,90,25454,3285,28739,0.004609417681321482,0.11111111111111116,0.3293535242499547,1,0
Supplier_19,Database Management,48,1,99.86926136906541,45,23150,3258,26408,0.17934930998154894,0.1333333333333333,0.13823208678533716,1,0
Supplier_48,Data Analytics Tool,36,1,99.59979689750861,30,35386,2074,37460,0.04214133301498124,0.2333333333333334,0.5990404520483041,1,0
Supplier_80,Database Management,12,0,99.66050056093826,45,26414,2873,29287,0.04550677538729267,0.22222222222222232,0.9799144327823803,0,1
Supplier_3,AI Software,24,0,99.76787577499864,90,24657,4490,29147,0.055920286529026364,0.18888888888888888,0.4258814129335759,0,1
Supplier_20,AI Software,48,1,99.78195059977021,30,30486,1593,32079,0.0254816143390858,0.5,0.6121586589432291,1,0
Supplier_24,Cloud Storage,48,1,99.51084932298158,45,34894,1689,36583,0.12785257663627256,0.0,0.4329730498397063,0,1
Supplier_54,Data Analytics Tool,12,1,99.96310595249044,90,25480,3189,28669,0.015028590635517314,0.11111111111111116,0.07102456764932663,0,1
Supplier_33,Database Management,12,0,99.84134736289651,90,28033,4595,32628,0.026840485265270053,0.10000000000000009,0.4878766059980595,1,0
Supplier_24,Cybersecurity Suite,48,1,99.74289483761362,60,20983,2375,23358,0.12895134531801858,0.0,0.9021643286483125,0,1
Supplier_75,AI Software,36,0,99.95723234486006,90,28543,3906,32449,0.06793212409628856,0.06666666666666665,0.7132199758278188,1,0
Supplier_72,AI Software,12,1,99.7151568269729,45,29916,2287,32203,0.1415895653402378,0.04444444444444451,0.8721060637465811,1,0
Supplier_36,Cybersecurity Suite,48,0,99.98041342943247,30,30143,4432,34575,0.11148494893402841,0.03333333333333344,0.28893701665758265,0,0
Supplier_38,Database Management,12,1,99.75101953104931,60,35581,2107,37688,0.05120423461230261,0.0,0.28624917130396493,1,0
Supplier_84,Database Management,36,0,99.556000027299,90,21907,4248,26155,0.13016559009786563,0.06666666666666665,0.9365656116580061,0,1
Supplier_99,Data Analytics Tool,24,1,99.87475247650504,90,29216,548,29764,0.02325473605857613,0.16666666666666674,0.378196349528219,1,0
Supplier_89,Data Analytics Tool,12,1,99.83265988528814,90,28737,4361,33098,0.10728207661600608,0.0888888888888888,1.3764055514536335,0,0
Supplier_99,Cloud Storage,36,0,99.87876349343973,45,33757,2680,36437,0.08742962100900693,0.22222222222222232,0.792003126130196,0,0
Supplier_25,AI Software,48,1,99.96620659407557,60,24174,3546,27720,0.05357471656348816,0.08333333333333326,1.1243136638755806,1,0
Supplier_93,Data Analytics Tool,12,0,99.88047975829899,45,35708,3333,39041,0.12080099954790002,0.3111111111111111,0.7161645381776112,0,1
Supplier_18,Database Management,12,0,99.79955493508615,60,29297,1897,31194,0.17426671846805653,0.050000000000000044,0.33541884981782805,0,0
Supplier_82,Cybersecurity Suite,48,1,99.92008136215681,30,21990,4326,26316,0.19978093995261537,0.1333333333333333,0.29129374720550527,0,1
Supplier_66,Database Management,24,1,99.82989075528371,45,25596,1331,26927,0.1215525537486849,0.24444444444444446,0.1447106361365199,1,0
Supplier_54,AI Software,48,1,99.6999783378447,45,36374,3197,39571,0.08094117486583403,0.1333333333333333,0.8112305584013578,1,0
Supplier_35,Database Management,12,1,99.93395368447847,30,23775,3235,27010,0.04504142004324033,0.0,0.22264923522678537,0,1
Supplier_80,Cloud Storage,48,1,99.60873122578434,60,38445,581,39026,0.05141921787902235,0.21666666666666656,0.7174035554052103,0,1
Supplier_61,AI Software,36,0,99.85017422470527,90,35706,586,36292,0.09589099562995314,0.05555555555555558,0.9432983972456526,0,1
Supplier_41,Cybersecurity Suite,48,0,99.93196609292097,30,34645,2563,37208,0.07345554025614186,0.10000000000000009,0.527772209068877,1,0
Supplier_100,Cloud Storage,12,1,99.85834509465461,90,33668,1321,34989,0.18276290452498886,0.16666666666666674,0.7400291922606876,0,0
Supplier_33,AI Software,48,1,99.84166495533638,90,35960,662,36622,0.0736590935311419,0.0,0.46103356809781204,0,1
Supplier_68,Cybersecurity Suite,24,0,99.86879276409519,30,31357,4239,35596,0.0746889182290871,0.6333333333333333,0.32589014339364275,0,0
Supplier_33,Cloud Storage,48,0,99.72787707166731,60,24435,2897,27332,0.0767069024867954,0.31666666666666665,0.4756550309249171,0,1
Supplier_14,Cloud Storage,24,1,99.92834363425693,90,39028,2432,41460,0.16732404207353163,0.19999999999999996,0.6028075322667594,1,0
Supplier_21,AI Software,36,1,99.59968387281668,30,35804,3228,39032,0.13015766416938038,0.6333333333333333,0.9859915721706594,0,1
Supplier_48,Data Analytics Tool,24,0,99.56241934384016,45,37429,4035,41464,0.12283377006377855,0.22222222222222232,0.9377645593182242,0,0
Supplier_20,Cloud Storage,48,1,99.63989930225807,45,34626,3946,38572,0.06682860447677244,0.3111111111111111,1.0621529582931217,1,0
Supplier_8,Cloud Storage,12,1,99.76047292441974,45,27951,3290,31241,0.1635808353664879,0.22222222222222232,0.8891305357048583,1,0
Supplier_7,Cybersecurity Suite,24,0,99.75017527975058,30,26449,3207,29656,0.007672772271140227,0.0,0.46784918329204295,0,0
Supplier_67,Database Management,36,0,99.90209339126152,45,39065,4433,43498,0.17415943446762264,0.0,0.8574443271774648,1,0
Supplier_17,AI Software,24,1,99.69823864163797,90,23199,3885,27084,0.10254997995878593,0.16666666666666674,1.095066722936214,0,0
Supplier_33,AI Software,24,1,99.73732876888283,45,26768,1422,28190,0.07965004697268258,0.0,0.39295076499135306,1,0
Supplier_48,Data Analytics Tool,24,0,99.5065501647971,45,29130,2675,31805,0.09943345614353714,0.0,1.1617624783454688,0,0
Supplier_76,Data Analytics Tool,36,1,99.70077222585704,90,28633,2082,30715,0.13348310610676623,0.0,0.415786062069183,1,0
Supplier_59,AI Software,48,1,99.81740937414567,45,38934,1064,39998,0.0025530853035794724,0.06666666666666665,0.8010826653932157,0,1
Supplier_86,Data Analytics Tool,24,1,99.50759908200703,90,24225,3758,27983,0.17431037129164956,0.12222222222222223,0.7098047132723719,1,0
Supplier_22,Cybersecurity Suite,24,1,99.63763216294126,45,36980,3097,40077,0.08934790506227858,0.1777777777777778,0.9505920130759383,0,1
Supplier_30,AI Software,12,1,99.6018986160518,90,26054,3000,29054,0.06859330394001564,0.011111111111111072,1.0446162740522662,1,0
Supplier_38,Data Analytics Tool,36,1,99.5205728601657,45,21505,1487,22992,0.027649113126811422,0.3555555555555556,0.7461309782386423,1,0
Supplier_51,AI Software,24,1,99.73483744405812,90,29053,4136,33189,0.08789307487168843,0.14444444444444438,0.5208155861440822,1,0
Supplier_54,Database Management,36,1,99.58904441368179,30,35749,723,36472,0.09926455425687578,0.0,0.26855714062064107,0,1
Supplier_8,Cloud Storage,24,1,99.86410995441938,90,30832,850,31682,0.08072933889869556,0.15555555555555545,0.7766068397963906,0,1
Supplier_27,AI Software,48,1,99.91548466304404,45,36344,2428,38772,0.1357320187653794,0.4222222222222223,0.5522222801738466,1,0
Supplier_27,Cloud Storage,48,0,99.76733673950788,45,34783,848,35631,0.08417930575184521,0.19999999999999996,0.6609738206496758,0,0
Supplier_98,Data Analytics Tool,24,1,99.98103659783536,60,21551,4777,26328,0.19228351556931467,0.19999999999999996,0.322901068577901,0,1
Supplier_21,Cloud Storage,48,1,99.72073450002058,90,35154,1517,36671,0.11985550356471837,0.0,0.481273951827605,1,0
Supplier_30,AI Software,24,0,99.7515504230102,30,33799,2726,36525,0.1614955871303818,0.3999999999999999,0.6173542509880671,1,0
Supplier_97,Database Management,48,1,99.98471669943929,90,26852,4624,31476,0.02187118062189577,0.0,0.404910814269844,1,0
Supplier_28,Data Analytics Tool,12,1,99.61345873362288,90,21449,2919,24368,0.07945825858918115,0.04444444444444451,0.1983725398477013,0,1
Supplier_64,AI Software,12,0,99.96184751044167,30,22659,2393,25052,0.06736954028943054,0.16666666666666674,1.4616404923153041,1,0
Supplier_97,Data Analytics Tool,12,1,99.52099040200837,90,27509,3540,31049,0.11389647762731836,0.19999999999999996,0.5114675400426174,0,1
Supplier_69,Cybersecurity Suite,36,0,99.71872957622897,30,22721,2568,25289,0.17222270401228512,0.0,0.7339203702877005,0,0
Supplier_61,Cloud Storage,36,0,99.53430172094521,30,32444,1625,34069,0.015667643552401335,0.03333333333333344,0.6110471935560582,0,1
Supplier_48,Cybersecurity Suite,12,1,99.85732502402769,90,29637,3617,33254,0.014514959608942158,0.022222222222222143,0.5551317640257163,0,1
Supplier_19,AI Software,36,0,99.7981203785812,90,30490,4661,35151,0.1700635416315198,0.14444444444444438,0.407164298467125,0,1
Supplier_4,Database Management,48,1,99.84625078909912,45,22925,4542,27467,0.042570017207671486,0.2666666666666666,0.6091966437856497,0,1
Supplier_35,Data Analytics Tool,24,1,99.68349539598432,45,29824,4933,34757,0.13375065088996274,0.15555555555555545,0.5441801159419536,1,0
Supplier_64,Cloud Storage,24,1,99.68104614767537,60,26240,2670,28910,0.10857562647216104,0.1166666666666667,0.7434698699813631,0,1
Supplier_49,Data Analytics Tool,24,1,99.52220644669084,60,36896,946,37842,0.16657871897744592,0.30000000000000004,0.49715381588287166,0,1
Supplier_17,AI Software,12,0,99.67147302036952,90,20215,3158,23373,0.025017781967280706,0.14444444444444438,0.1347857849174381,1,0
Supplier_44,Data Analytics Tool,36,1,99.95535131710841,30,27299,3862,31161,0.025956593144522255,0.5666666666666667,0.49607547850053113,0,1
Supplier_92,Cloud Storage,48,0,99.68582100321842,60,31523,3218,34741,0.11136367205566151,0.10000000000000009,0.3691039004206515,0,1
Supplier_30,AI Software,48,1,99.90737017604876,90,30364,3983,34347,0.1892757306716742,0.12222222222222223,0.12613578629576516,0,0
Supplier_93,Data Analytics Tool,12,1,99.91273949732746,60,23153,3444,26597,0.08299955167415085,0.2666666666666666,0.9326457173411677,1,0
Supplier_46,Database Management,48,0,99.68288816662583,30,21706,4876,26582,0.06538842005093899,0.19999999999999996,0.6049500131477042,0,0
Supplier_6,AI Software,48,1,99.80967445339412,90,30298,1095,31393,0.12133786463957717,0.07777777777777772,1.1594900581245842,0,0
Supplier_99,AI Software,48,1,99.5467320851138,30,21567,2486,24053,0.18608972010900623,0.6333333333333333,0.6017936703333637,1,0
Supplier_37,Database Management,48,1,99.5508025045598,90,30400,3250,33650,0.16738556656892475,0.06666666666666665,0.9089808919148642,0,1
Supplier_24,Cybersecurity Suite,36,1,99.52384225519424,60,30345,1574,31919,0.19909672214664398,0.21666666666666656,0.6379304895796655,1,0
Supplier_93,Cloud Storage,48,0,99.7846973957538,45,21128,4469,25597,0.0045137166404754184,0.1777777777777778,0.7691698695235875,0,0
Supplier_46,Cybersecurity Suite,24,1,99.70877477903679,60,39894,4805,44699,0.02257162894255245,0.016666666666666607,0.36856246902771383,1,0
Supplier_53,Data Analytics Tool,12,0,99.76853585476547,60,27867,4721,32588,0.12189355267332441,0.1166666666666667,1.4600118808191254,1,0
Supplier_95,Database Management,36,1,99.75532586334911,45,38749,4080,42829,0.16411528786676996,0.0,0.820461290158315,0,1
Supplier_99,Cybersecurity Suite,48,1,99.67159946563446,45,25583,3507,29090,0.05704886846135331,0.3999999999999999,0.8539484630145436,0,0
Supplier_60,AI Software,36,1,99.8319619732635,90,24897,1469,26366,0.047842217606843755,0.14444444444444438,0.17219426742575428,1,0
Supplier_97,Data Analytics Tool,48,1,99.87166592164903,90,26001,1080,27081,0.1573951598762402,0.14444444444444438,0.2709632078712195,0,0
Supplier_63,Data Analytics Tool,24,0,99.50716784685007,30,31113,3324,34437,0.011276370770646317,0.0,0.28562659968357706,0,1
Supplier_85,Cybersecurity Suite,12,1,99.60154872688675,30,24567,4501,29068,0.07387652951651702,0.43333333333333335,0.27090922324687117,0,1
Supplier_32,Cybersecurity Suite,48,1,99.84948557536083,60,29271,1711,30982,0.10116184451846595,0.050000000000000044,0.8554081621042879,0,1
Supplier_87,Database Management,48,0,99.68944388459057,45,34348,729,35077,0.11206973487006469,0.22222222222222232,0.03188479520859211,1,0
Supplier_33,Cloud Storage,48,1,99.82461713400139,30,31703,4784,36487,0.14572303135855538,0.0,0.0760999889807743,0,1
Supplier_67,Cybersecurity Suite,48,0,99.67001170326994,60,33329,3685,37014,0.07096914468613165,0.0,0.2739148706299037,0,1
Supplier_18,Cybersecurity Suite,12,1,99.69147002464152,45,22741,1001,23742,0.12253686893492144,0.04444444444444451,0.19987297464944365,0,0
Supplier_25,AI Software,12,1,99.57775264810795,90,39404,2632,42036,0.11707508455819127,0.19999999999999996,0.4318596138828484,0,1
Supplier_95,Data Analytics Tool,24,1,99.62653319963641,60,26256,548,26804,0.10952322013074943,0.16666666666666674,0.7979431892533,0,0
Supplier_54,Cloud Storage,12,0,99.79665176117871,90,20228,4066,24294,0.12809665862844244,0.0,0.5631265938920469,0,1
Supplier_58,AI Software,48,1,99.71224992454442,30,36678,3555,40233,0.05188983421361526,0.5,0.205770661292968,0,0
Supplier_67,Database Management,24,1,99.87940831464284,30,24284,1188,25472,0.016929750716925797,0.5333333333333334,0.42932276570419525,1,0
Supplier_46,Database Management,24,1,99.91776662791979,45,33264,886,34150,0.023854334407948687,0.0888888888888888,0.40788492685035893,0,0
Supplier_24,Cybersecurity Suite,24,1,99.76540674492621,60,33390,1469,34859,0.044916476530780215,0.28333333333333344,0.11394526944454353,0,0
Supplier_32,Cybersecurity Suite,48,1,99.87155097310746,90,20918,3960,24878,0.10003958710455706,0.07777777777777772,0.6761417886014571,0,1
Supplier_47,Database Management,36,1,99.65038321146534,45,31445,1505,32950,0.16808855010920404,0.1777777777777778,0.7020971883794911,0,1
Supplier_86,Cybersecurity Suite,48,1,99.70333589554603,30,20498,3552,24050,0.14025866841767684,0.03333333333333344,0.7208932190520977,0,1
Supplier_23,Cloud Storage,12,1,99.84926106134624,30,22809,3917,26726,0.15780812084040943,0.46666666666666656,0.928470945558592,1,0
Supplier_66,Cybersecurity Suite,12,1,99.68924387648035,60,24961,2802,27763,0.07019512478521828,0.0,0.2000528269322968,0,0
Supplier_27,Data Analytics Tool,48,1,99.7883674182279,90,29017,2783,31800,0.08093074832971003,0.011111111111111072,0.9539208038467222,1,0
Supplier_2,Cybersecurity Suite,48,1,99.59083266175043,60,23779,2107,25886,0.07873637719812257,0.0,0.814208767054663,1,0
Supplier_90,AI Software,24,1,99.79388794433554,90,30050,4866,34916,0.03837463688090031,0.16666666666666674,0.9039816965892853,0,1
Supplier_17,Cloud Storage,48,0,99.92214171654118,90,22118,622,22740,0.012243331628714405,0.1333333333333333,0.015643295307434135,0,0
Supplier_33,AI Software,24,0,99.92563342351347,60,26391,1780,28171,0.11818321856544536,0.28333333333333344,0.9338587957857394,0,0
Supplier_9,AI Software,12,0,99.85492875910147,45,20145,4227,24372,0.19784333668411724,0.1333333333333333,1.0097885286881048,0,1
Supplier_43,Data Analytics Tool,24,0,99.8654191557473,60,33929,758,34687,0.03336594099005257,0.0,0.8372191429586986,1,0
Supplier_48,Cloud Storage,48,1,99.77338444812383,60,34917,1447,36364,0.009336963979854751,0.0,0.5932873847219685,0,1
